Symbol,Name,Sector,Industry,,,,,,,$
HNGR,Hanger,Health Care,Medical Specialities,,,,,,,
HNI,HNI Corporation,Consumer Durables,Office Equipment/Supplies/Services,,,,,,,
HNNA,Hennessy Advisors,Finance,Investment Managers,,,,,,,
HNNAZ,Hennessy Advisors 4875% Notes due 2026, Acquisition, Acquisition,,,,,,,
HNP,Huaneng Power Intl,Public Utilities,Electric Utilities: Central,,,,,,,
HNRG,Hallador Energy Company,Energy,Coal Mining,,,,,,,
HNST,The Honest Company,Consumer Non-Durables,Department/Specialty Retail Stores,,,,,,,
HNW,Pioneer Diversified Highome Fund,Finance,Finance/Investors Services,,,,,,,
HOFT,Hooker Furnishings Corporation,Consumer Durables,Home Furnishings,,,,,,,
HOFV,Hall of Fame Resort & Entertainment Company,Consumer Services,Movies/Entertainment,,,,,,,
HOG,Harley-Davidson,Consumer Non-Durables,Motor Vehicles,,,,,,,
HOLI,Hollysys Automation Technologies Ltd Common Shares (British Virgin Islands),Consumer Durables,Electrical Products,,,,,,,
HOLX,Hologic,Health Care,Medical Electronics,,,,,,,
HOMB,Home BancShares,Finance,Major Banks,,,,,,,
HON,Honeywell International, Acquisition, Acquisition,,,,,,,
HONE,HarborOne Bancorp,Finance,Major Banks,,,,,,,
HOOD,Robinhood Markets Class A,Technology,Computer Software: Prepackaged Software,,,,,,,
HOOK,HOOKIPA Pharma,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HOPE,Hope Bancorp,Finance,Major Banks,,,,,,,
HORIU,Emerging Markets Horizon Corp Unit, Acquisition, Acquisition,,,,,,,
HOTH,Hoth Therapeutics,Consumer Durables,Specialty Chemicals,,,,,,,
HOUR,Hour Loop,Miscellaneous,Diversified Commercial Services,,,,,,,
HOV,Hovnanian Enterprises Class A,Capital Goods,Homebuilding,,,,,,,
HOVNP,Hovnanian Enterprises Dep Shr Srs A Pfd,Capital Goods,Homebuilding,,,,,,,
HOWL,Werewolf Therapeutics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HP,Helmerich & Payne,Energy,Oil & Gas Production,,,,,,,
HPE,Hewlett Packard Enterprise Company,Capital Goods,Telecommunications Equipment,,,,,,,
HPF,John Hancock Pfdome Fund II Pfdome Fund II,Finance,Finance Companies,,,,,,,
HPI,John Hancock Preferredome Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
HPK,HighPeak Energy,Energy,Oil & Gas Production,,,,,,,
HPKEW,HighPeak Energy Warrant,Energy,Oil & Gas Production,,,,,,,
HPLT,Home Plate Acquisition Corporation Class A, Acquisition, Acquisition,,,,,,,
HPLTU,Home Plate Acquisition Corporation Unit, Acquisition, Acquisition,,,,,,,
HPP,Hudson Pacific Properties,Consumer Services,Real Estate Investment Trusts,,,,,,,
HPQ,HP,Technology,Computer Manufacturing,,,,,,,
HPS,John Hancock Preferredome Fund III Preferredome Fund III,Finance,Investment Managers,,,,,,,
HPX,HPX Corp Class A Ordinary Shares,Finance,Business Services,,,,,,,
HQH,Tekla Healthcare Investors,Finance,Finance Companies,,,,,,,
HQI,HireQuest (DE),Technology,Diversified Commercial Services,,,,,,,
HQL,TeklaLife Sciences Investors,Finance,Investment Managers,,,,,,,
HQY,HealthEquity,Health Care,Managed Health Care,,,,,,,
HR,Healthcare Realty Trustorporated,Consumer Services,Real Estate Investment Trusts,,,,,,,
HRB,H&R Block,Miscellaneous,Other Consumer Services,,,,,,,
HRI,Herc Holdings ,Technology,Diversified Commercial Services,,,,,,,
HRL,Hormel Foods Corporation,Consumer Non-Durables,Meat/Poultry/Fish,,,,,,,
HRMY,Harmony Biosciences Holdings,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HROW,Harrow Health,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HROWL,Harrow Health 8625% Senior Notes due 2026, Acquisition, Acquisition,,,,,,,
HRT,HireRight Holdings Corporation, Acquisition, Acquisition,,,,,,,
HRTG,Heritage Insurance Holdings,Finance,Property-Casualty Insurers,,,,,,,
HRTX,Heron Therapeutics,Consumer Durables,Specialty Chemicals,,,,,,,
HRZN,Horizon Technology Finance Corporation,Finance,Finance/Investors Services,,,,,,,
HSAQ,Health Sciences Acquisitions Corporation 2 Ordinary Shares,Finance,Business Services,,,,,,,
HSBC,HSBC Holdings plc,Finance,Savings Institutions,,,,,,,
HSC,Harsco Corporation,Basic Industries,Steel/Iron Ore,,,,,,,
HSDT,Helius Medical Technologies Class A (DE),Health Care,Industrial Specialties,,,,,,,
HSIC,Henry Schein,Health Care,Medical Specialities,,,,,,,
HSII,Heidrick & Struggles International,Technology,Diversified Commercial Services,,,,,,,
HSKA,Heska Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,,,,,,,
HSON,Hudson Global,Technology,Professional Services,,,,,,,
HST,Host Hotels & Resorts,Consumer Services,Real Estate Investment Trusts,,,,,,,
HSTM,HealthStream,Miscellaneous,Business Services,,,,,,,
HSTO,Histogen,Consumer Durables,Specialty Chemicals,,,,,,,
HSY,The Hershey Company,Consumer Non-Durables,Specialty Foods,,,,,,,
HT,Hersha Hospitality Trust Class A Common Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts,,,,,,,
HTA,Healthcare Trust of America Class A,Consumer Services,Real Estate Investment Trusts,,,,,,,
HTAQ,Hunt Companies Acquisition Corp I Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
HTBI,HomeTrust Bancshares,Finance,Savings Institutions,,,,,,,
HTBK,Heritage Commerce Corp,Finance,Major Banks,,,,,,,
HTBX,Heat Biologics,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HTD,John Hancock Tax Advantaged Dividendome Fund Common Shares of Beneficial Interest,Finance,Finance Companies,,,,,,,
HTFB,Horizon Technology Finance Corporation 4875% Notes due 2026,Finance,Finance Companies,,,,,,,
HTGC,Hercules Capital,Finance,Investment Managers,,,,,,,
HTGM,HTG Molecular Diagnostics,Capital Goods,Biotechnology: Laboratory Analytical Instruments,,,,,,,
HTH,Hilltop Holdings,Finance,Major Banks,,,,,,,
HTHT,Huazhu Group Limited American Depositary Shares,Consumer Services,Hotels/Resorts,,,,,,,
HTIA,Healthcare Trust 7375% Series A Cumulative Redeemable Perpetual Preferred Stock,Consumer Services,Real Estate Investment Trusts,,,,,,,
HTIBP,Healthcare Trust 7125% Series B Cumulative Redeemable Perpetual Preferred Stock,Consumer Services,Real Estate Investment Trusts,,,,,,,
HTLD,Heartland Express,Transportation,Trucking Freight/Courier Services,,,,,,,
HTLF,Heartland Financial USA,Finance,Major Banks,,,,,,,
HTLFP,Heartland Financial USA Depositary Shares each representing a 1/400th ownership interest in a share of 700% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,Finance,Major Banks,,,,,,,
HTOO,Fusion Fuel Green PLC Class A Ordinary Shares,Public Utilities,Natural Gas Distribution,,,,,,,
HTOOW,Fusion Fuel Green PLC Warrant,Public Utilities,Natural Gas Distribution,,,,,,,
HTPA,Highland Transcend Partners I Corp Class A Ordinary Shares,Finance,Business Services,,,,,,,
HTY,John Hancock Tax-Advantaged Global Shareholder Yield Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
HTZ,Hertz Global Holdings,Miscellaneous,Rental/Leasing Companies,,,,,,,
HUBB,Hubbell,Capital Goods,Industrial Machinery/Components,,,,,,,
HUBG,Hub Group Class A,Transportation,Oil Refining/Marketing,,,,,,,
HUBS,HubSpot,Technology,Computer Software: Prepackaged Software,,,,,,,
HUDI,Huadi International Group Co Ltd Ordinary Shares,Basic Industries,Steel/Iron Ore,,,,,,,
HUGE,FSD Pharma Class B Subordinate Voting Shares, Acquisition, Acquisition,,,,,,,
HUGS,USHG Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
HUIZ,Huize Holding Limited American Depositary Shares,Finance,Specialty Insurers,,,,,,,
HUM,Humana,Health Care,Medical Specialities,,,,,,,
HUMA,Humacyte,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HUN,Huntsman Corporation,Basic Industries,Major Chemicals,,,,,,,
HURC,Hurco Companies,Basic Industries,Steel/Iron Ore,,,,,,,
HURN,Huron Consulting Group,Consumer Services,Professional Services,,,,,,,
HUSA,Houston American Energy Corporation,Energy,Oil & Gas Production,,,,,,,
HUSN,Hudson Capital,Consumer Services,Professional Services,,,,,,,
HUT,Hut 8 Mining Corp Common Shares, Acquisition, Acquisition,,,,,,,
HUYA,HUYA American depositary shares each  representing one Class A ordinary share,Consumer Services,Broadcasting,,,,,,,
HVBC,HV Bancorp,Finance,Major Banks,,,,,,,
HVT,Haverty Furniture Companies,Consumer Services,Other Specialty Stores,,,,,,,
HWBK,Hawthorn Bancshares,Finance,Major Banks,,,,,,,
HWC,Hancock Whitney Corporation,Finance,Major Banks,,,,,,,
HWCPZ,Hancock Whitney Corporation 625% Subordinated Notes due 2060,Finance,Major Banks,,,,,,,
HWEL,Healthwell Acquisition Corp I Class A, Acquisition, Acquisition,,,,,,,
HWKN,Hawkins,Basic Industries,Industrial Specialties,,,,,,,
HWM,Howmet Aerospace,Capital Goods,Industrial Machinery/Components,,,,,,,
HXL,Hexcel Corporation,Capital Goods,Industrial Machinery/Components,,,,,,,
HY,Hyster-Yale Materials Handling Class A,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,
HYAC,Haymaker Acquisition Corp III Class A, Acquisition, Acquisition,,,,,,,
HYB,New America Highome Fund (The),Finance,Investment Managers,,,,,,,
HYFM,Hydrofarm Holdings Group,Capital Goods,Industrial Machinery/Components,,,,,,,
HYI,Western Asset High Yield Defined Opportunity Fund,Finance,Investment Managers,,,,,,,
HYLN,Hyliion Holdings Corp Class A,Capital Goods,Auto Parts:OEM,,,,,,,
HYMC,Hycroft Mining Holding Corporation Class A,Basic Industries,Precious Metals,,,,,,,
HYMCL,Hycroft Mining Holding Corporation Warrants,Basic Industries,Precious Metals,,,,,,,
HYPR,Hyperfine Class A,Health Care,Medical Specialities,,,,,,,
HYRE,HyreCar,Miscellaneous,Rental/Leasing Companies,,,,,,,
HYT,Blackrock Corporate High Yield Fund,Finance,Finance Companies,,,,,,,
HYW,Hywin Holdings Ltd American Depositary Shares,Finance,Investment Managers,,,,,,,
HYZN,Hyzon Motors Class A,Capital Goods,Construction/Ag Equipment/Trucks,,,,,,,
HZN,Horizon Global Corporation Common Shares,Capital Goods,Auto Parts:OEM,,,,,,,
HZNP,Horizon Therapeutics Public Limited Company Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
HZO,MarineMax  (FL),Consumer Services,Other Specialty Stores,,,,,,,
HZON,Horizon Acquisition Corporation II Class A Ordinary Shares,Finance,Business Services,,,,,,,
IAA,IAA ,Miscellaneous,Business Services,,,,,,,
IAC,IAC/InterActiveCorp,Consumer Services,EDP Services,,,,,,,
IACC,ION Acquisition Corp 3 Ltd Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
IAE,Voya Asia Pacific High Dividend Equityome Fund ING Asia Pacific High Dividend Equityome Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
IAF,Aberdeen Australia Equity Fund,Finance,Finance/Investors Services,,,,,,,
IAG,Iamgold Corporation Ordinary Shares, Acquisition, Acquisition,,,,,,,
IART,Integra LifeSciences Holdings Corporation,Health Care,Medical/Dental Instruments,,,,,,,
IAS,Integral Ad Science Holding Corp,Technology,Advertising,,,,,,,
IBA,Industrias Bachoco SAB de CV,Consumer Non-Durables,Meat/Poultry/Fish,,,,,,,
IBCP,Independent Bank Corporation,Finance,Major Banks,,,,,,,
IBER,Ibere Pharmaceuticals Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
IBEX,IBEX Limited Common Shares,Technology,EDP Services,,,,,,,
IBIO,iBio,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
IBKR,Interactive Brokers Group Class A,Finance,Investment Bankers/Brokers/Service,,,,,,,
IBM,International Business Machines Corporation,Technology,EDP Services,,,,,,,
IBN,ICICI Bank Limited,Finance,Commercial Banks,,,,,,,
IBOC,International Bancshares Corporation,Finance,Major Banks,,,,,,,
IBP,Installed Building Products,Capital Goods,Homebuilding,,,,,,,
IBRX,ImmunityBio,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,,,
IBTX,Independent Bank Group,Finance,Major Banks,,,,,,,
ICAD,iCAD,Health Care,Managed Health Care,,,,,,,
ICCC,ImmuCell Corporation,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ICCH,ICC Holdings,Finance,Property-Casualty Insurers,,,,,,,
ICCM,IceCure Medical Ltd Ordinary Shares, Acquisition, Acquisition,,,,,,,
ICD,Independence Contract Drilling,Energy,Oil & Gas Production,,,,,,,
ICE,Intercontinental Exchange,Finance,Investment Bankers/Brokers/Service,,,,,,,
ICFI,ICF International,Consumer Services,Professional Services,,,,,,,
ICHR,Ichor Holdings Ordinary Shares,Technology,Semiconductors,,,,,,,
ICL,ICL Group Ltd Ordinary Shares,Basic Industries,Agricultural Chemicals,,,,,,,
ICLK,iClick Interactive Asia Group Limited American Depositary Shares,Technology,Computer Software: Prepackaged Software,,,,,,,
ICLR,ICON plc Ordinary Shares,Health Care,Biotechnology: Commercial Physical & Biological Resarch,,,,,,,
ICMB,Investcorp Credit Management BDC,Finance,Finance/Investors Services,,,,,,,
ICNC,Iconic Sports Acquisition Corp Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
ICPT,Intercept Pharmaceuticals,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ICUI,ICU Medical,Health Care,Medical/Dental Instruments,,,,,,,
ICVX,Icosavax,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
ID,PARTS iD Class A,Miscellaneous,Diversified Commercial Services,,,,,,,
IDA,IDACORP,Public Utilities,Electric Utilities: Central,,,,,,,
IDBA,IDEX Biometrics ASA American Depositary Shares,Miscellaneous,Diversified Manufacture,,,,,,,
IDCC,InterDigital,Public Utilities,Telecommunications Equipment,,,,,,,
IDE,Voya Infrastructure Industrials and Materials Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services,,,,,,,
IDEX,Ideanomics,Technology,Engineering & Construction,,,,,,,
IDN,Intellicheck,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
IDRA,Idera Pharmaceuticals,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),,,,,,,
IDT,IDT Corporation Class B,Public Utilities,Telecommunications Equipment,,,,,,,
IDW,IDW Media Holdings Class B,Consumer Services,Newspapers/Magazines,,,,,,,
IDXX,IDEXX Laboratories,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,,,,,,,
IDYA,IDEAYA Biosciences,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
IEA,Infrastructure and Energy Alternatives,Basic Industries,Water Sewer Pipeline Comm & Power Line Construction,,,,,,,
IEP,Icahn Enterprises LP, Acquisition, Acquisition,,,,,,,
IESC,IES Holdings,Capital Goods,Engineering & Construction,,,,,,,
IEX,IDEX Corporation,Capital Goods,Fluid Controls,,,,,,,
IFBD,Infobird Co Ltd Ordinary Shares, Acquisition, Acquisition,,,,,,,
IFF,International Flavors & Fragrances,Basic Industries,Major Chemicals,,,,,,,
IFIN,InFinT Acquisition Corporation Class A Ordinary Shares, Acquisition, Acquisition,,,,,,,
IFN,India Fund (The),Finance,Finance/Investors Services,,,,,,,
IFRX,InflaRx NV,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
IFS,Intercorp Financial Services Common Shares,Finance,Commercial Banks,,,,,,,
IGA,Voya Global Advantage and Premium Opportunity Fund Common Shares of Beneficial Interest,Finance,Investment Managers,,,,,,,
IGAC,IG Acquisition Corp Class A, Acquisition, Acquisition,,,,,,,
IGACU,IG Acquisition Corp Unit, Acquisition, Acquisition,,,,,,,
IGAP,Integrity Applications,Health Care,Medical/Dental Instruments,,,,,,,
IGC,India Globalization Capital,Technology,Engineering & Construction,,,,,,,
IGD,Voya Global Equity Dividend and Premium Opportunity Fund,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
IGI,Western Asset Investment Grade Defined Opportunity Trust,Finance,Investment Managers,,,,,,,
IGIC,International General Insurance Holdings Ltd Ordinary Share,Finance,Property-Casualty Insurers,,,,,,,
IGMS,IGM Biosciences,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
IGR,CBRE Global Real Estateome Fund Common Shares of Beneficial Interest,Finance,Finance Companies,,,,,,,
IGT,International Game Technology Ordinary Shares,Consumer Services,Movies/Entertainment,,,,,,,
IGTAU,Inception Growth Acquisition Limited Unit, Acquisition, Acquisition,,,,,,,
IH,iHuman American depositary shares each representing five Class A ordinary shares,Consumer Services,Other Consumer Services,,,,,,,
IHD,Voya Emerging Markets Highome Dividend Equity Fund Common Shares,Finance,Investment Managers,,,,,,,
IHG,Intercontinental Hotels Group American Depositary Shares (Each representing one Ordinary Share),Consumer Services,Hotels/Resorts,,,,,,,
IHIT,Invesco Highome 2023 Target Term Fund Common Shares of Beneficial Interest,Finance,Investment Managers,,,,,,,
IHRT,iHeartMedia Class A,Consumer Services,Broadcasting,,,,,,,
IHS,IHS Holding Limited Ordinary Shares, Acquisition, Acquisition,,,,,,,
IHT,InnSuites Hospitality Trust Shares of Beneficial Interest,Consumer Services,Real Estate Investment Trusts,,,,,,,
IHTA,Invesco Highome 2024 Target Term Fund Common Shares of Beneficial Interest No par value per share,Finance,Finance/Investors Services,,,,,,,
IIF,Morgan Stanley India Investment Fund,Finance,Trusts Except Educational Religious and Charitable,,,,,,,
III,Information Services Group Information Services Group,Technology,Retail: Computer Software & Peripheral Equipment,,,,,,,
IIII,INSU Acquisition Corp III Class A, Acquisition, Acquisition,,,,,,,
IIIIU,INSU Acquisition Corp III Unit, Acquisition, Acquisition,,,,,,,
IIIIW,INSU Acquisition Corp III Warrant, Acquisition, Acquisition,,,,,,,
IIIN,Insteel Industries, Acquisition, Acquisition,,,,,,,
IIIV,i3 Verticals Class A,Technology,EDP Services,,,,,,,
IIM,Invesco Value Municipalome Trust,Finance,Investment Managers,,,,,,,
IIN,Intricon Corporation,Health Care,Medical/Dental Instruments,,,,,,,
IINN,Inspira Technologies Oxy BHN Ltd Ordinary Shares,Health Care,Medical/Dental Instruments,,,,,,,
IINNW,Inspira Technologies Oxy BHN Ltd Warrant,Health Care,Medical/Dental Instruments,,,,,,,
IIPR,Innovative Industrial Properties,Consumer Services,Real Estate Investment Trusts,,,,,,,
IIVI,II-VIorporated,Capital Goods,Industrial Machinery/Components,,,,,,,
IIVIP,II-VIorporated 600% Series A Mandatory Convertible Preferred Stock,Capital Goods,Industrial Machinery/Components,,,,,,,
IKNA,Ikena Oncology,Health Care,Biotechnology: Pharmaceutical Preparations,,,,,,,
